file_name,caption_1,kor_1,caption_2,kor_2,caption_3,kor_3,caption_4,kor_4,caption_5,kor_5
Country Stream.wav,A stream of water is flowing over a rocky surface.,바위 표면 위로 물줄기가 흐르고 있다.,A waterfall empties into the voluminous river below.,폭포는 아래쪽의 풍성한 강으로 비운다.,Liquid is pouring into a container that already has liquid in it.,액체가 이미 들어 있는 용기에 액체가 쏟아지고 있다.,Water flowing down a high volume river close by.,가까운 곳에 있는 높은 부피 강으로 흘러내려가는 물.,Water is being splashed inside of a container of water.,물통 안에서 물이 튀고 있다.
Droping a key.wav,A coin is clinking while being played with on a hard surface.,딱딱한 표면에서 동전을 가지고 놀다가 짤랑짤랑하고 있다.,"A metal washer is dropped heavily on a wooden table, then scratched across the tabletop several times.",금속세척기는 나무 탁자에 무겁게 떨어뜨린 다음 테이블 상판을 여러 번 긁어준다.,A metallic object clangs as it is dropped on a surface and then it is rubbed across the surface.,금속 물체가 표면에 떨어지면서 쨍그랑 소리를 내고 나서 표면을 비벼댄다.,A metallic object is dropped on a surface and rubbed on the surface.,금속 물체를 표면에 떨어뜨려 문지른다.,Someone is playing with a coin on top of a surface.,누군가가 표면 위에 동전을 놓고 놀고 있다.
bm_drip.wav,A fountain drips in a small steady stream of water.,작은 줄기찬 물줄기 속에서 분수대가 뚝뚝 떨어진다.,Loud trickling and dripping of water that is continuous.,시끄러운 줄줄 흐르고 계속 떨어지는 물.,The water is running on an object with the water tap open,수도꼭지를 연 채 물체에 물이 흐르고 있다.,Water is streaming nearby with no difference in rhythm.,근처에는 리듬의 차이가 없이 물이 흐르고 있다.,water is running on an object with the water tap open,수도꼭지가 열린 채로 물체에 물이 흐르고 있다.
nxSample007.wav,It is raining heavily and a slight breeze is blowing at intervals.,비가 억수같이 내리고 있고 틈틈이 미풍이 불고 있다.,Rain crackles while it is steadily smacking the pavement.,비가 끊임없이 포도를 강타하고 있는 동안 쨍그랑 소리가 난다.,Rain crackles while steadily and loudly hitting the pavement.,꾸준히 큰 소리로 포장도로를 때 비가 쨍쨍 소리를 낸다.,Water falling from a sprinkler onto a concrete driveway.,스프링클러에서 콘크리트 진입로로 떨어지는 물.,Water is spraying from a sprinkler onto a concrete driveway.,스프링클러에서 콘크리트 진입로로 물이 뿜어져 나오고 있다.
shower_screen_door_slide_open_closed_24_96_stereo.wav,A wheeled suitcase has intermittent movement as it is pulled.,바퀴 달린 여행가방은 당길 때 간헐적으로 움직인다.,A wheeled suitcase stops and starts as it is pulled across the floor.,바퀴 달린 여행가방이 바닥을 가로질러 끌 때 멈추고 시작한다.,An intermittent knocking is audible in the foreground.,간헐적으로 노크하는 소리가 전경에 들린다.,An intermittent knocking sound is audible in the foreground.,간헐적으로 노크하는 소리가 전경에 들린다.,Different hard objects being rolled on a hard surface.,단단한 표면에서 서로 다른 단단한 물체가 굴려지고 있다.
boiling-kettle-noise.wav,"A tea kettle starting to boil on a stove, followed by loud whistling of the tea kettle.",난로 위에서 차 주전자가 끓기 시작하고 이어서 차 주전자의 큰 휘파람 소리가 난다.,A teapot comes to a boil on a stove and then starts whistling.,찻주전자가 난로 위에서 끓어오르다가 휘파람을 불기 시작한다.,A teapot coming to a boil on a stove and then whistling.,찻주전자가 난로 위에서 끓어오르다가 휘파람을 분다.,"On the stove a tea kettle begins to heat up, then as it boils it starts whistling loudly.","난로 위에서는 찻주전자가 뜨거워지기 시작하고, 끓어오르면서 큰 소리로 휘파람을 불기 시작한다.","The kettle boils, then whistles and is turned off.",주전자가 끓다가 휘파람을 불어서 꺼진다.
Pipe hit.wav,A stick strikes a percussive instrument creating reverb,막대기가 회상을 일으키는 퍼커션 기구를 친다.,Someone is slowly and rhythmically thumping a piece of metal.,누군가 금속 조각을 천천히 그리고 리드미컬하게 두드리고 있다.,The stick strikes the percussive instrument creating reverb.,그 막대기는 회상을 일으키며 퍼커시브 악기를 친다.,Two metal objects clang into each other in a large room.,큰 방에서 두 개의 금속 물체가 서로 부딪친다.,Two metal objects collide and ring out in a large room.,큰 방에서 두 개의 금속 물체가 충돌하고 벨이 울린다.
Bounce-BottleCapOnWood.wav,A bottle cap being flipped on a table top.,병뚜껑이 테이블 상판 위에서 뒤집혀지고 있다.,"A light, hard object is being repeatedly lifted and dropped onto a hard surface.",가볍고 딱딱한 물체가 반복적으로 들어올려져 딱딱한 표면에 떨어지고 있다.,A person is continuously flipping a bottle cap on the table,한 사람이 계속해서 병마개를 테이블 위에서 뒤집고 있다.,A person is dropping coins into a glass one at a time.,한 사람이 한 번에 하나씩 유리잔에 동전을 떨어뜨리고 있다.,"Someone is flipping a bottle cap onto a table, without interruption.",누군가가 병뚜껑을 아무 방해 없이 테이블 위로 넘기고 있다.
Nolde Forest - Wind Through Trees.wav,A loudly crashing waterfall is in the background.,그 배경에는 요란한 폭포가 있다.,A torrential downpour with barely audible dripping water.,물방울이 거의 들리지 않는 집중호우.,Heavy rain is heavily striking a surface without interruption.,폭우는 중단 없이 지표면을 강타하고 있다.,Running water while some birds chirp in the background.,몇몇 새들이 뒤에서 지저귀는 동안 흐르는 물.,Water is running while birds are chirping in the background.,새들이 뒤에서 지저귀는 동안 물이 흐르고 있다.
WasherEndofRestCycleStartFill-WashCycle.wav,A large industrial machine is whirling around inside of that room.,저 방 안에서 커다란 공업용 기계가 빙빙 돌고 있다.,A large industrial machine whirring inside of a room.,방 안에서 커다란 공업용 기계가 윙윙거리고 있다.,A low rumble of heavy machinery precedes the hiss of steam steadily being released.,서서히 풀리는 쉿소리에 앞서 중기계들의 낮은 웅성거림이 선행한다.,A low rumble of heavy machinery precedes the hiss of steam steadily releasing.,약한 중장비가 쉴 새 없이 뿜어져 나오는 그의 수증기에 앞서 있다.,An automobile making mechanical drone as it moves.,움직이는 기계식 드론을 만드는 자동차.
breathingsfx.wav,An echoing underground tunnel reverberation that stops and continues on again.,멈춰서 다시 이어지는 메아리치는 지하 터널 잔향.,Echoing underground tunnel noise that stops then gets louder again.,그 때 멈추는 지하 터널 소음을 울리면 다시 소리가 커진다.,One train leaves a subway station as another approaches.,한 열차는 다른 열차가 다가오면서 지하철역을 떠난다.,Someone is drying their hands under a hand dryer in a bathroom.,욕실에서 누군가가 손 건조기 밑에서 손을 말리고 있다.,Someone is drying their hands under an hand dryer in the bathroom.,누군가가 욕실의 손 건조기 밑에서 손을 말리고 있다.
car_alarm.wav,A car alarm is going off while people eat and try to have conversations over the noise.,사람들이 소음을 먹으며 대화를 나누는 동안 자동차 알람이 울리고 있다.,A siren goes off and people are working and chatting nearby.,사이렌이 울리고 근처에서 사람들이 일하고 수다를 떨고 있다.,"A siren is going off, and people are talking.","사이렌이 울리고, 사람들이 이야기하고 있다.",A siren sounds while a crowd of people talks among themselves.,한 무리의 사람들이 그들끼리 이야기를 나누는 동안 사이렌이 울린다.,"While a crowd of people were talking, a siren began wailing.",한 무리의 사람들이 이야기를 나누고 있는 동안 사이렌이 울부짖기 시작했다.
cars_pass_01_070812.wav,A car driving quickly past a fixed point followed a later by a second car driving past the same point.,고정 지점을 빠르게 지나쳐 가는 차와 같은 지점을 지나쳐 가는 두 번째 차가 뒤따랐다.,A car driving quickly past a fixed point followed by a second car driving past the same point.,"한 차가 정해진 지점을 빠르게 지나가고, 두 번째 차가 같은 지점을 지나간다.",Crickets chirp outside and cars drive by loudly.,"밖에서는 귀뚜라미가 울리고, 차들은 큰 소리로 운전한다.",Crickets chirp outside while some cars drive by loudly.,몇몇 차들이 큰 소리로 지나가는 동안 귀뚜라미는 밖에서 짹짹거린다.,vehicles are passing by the camera on the road one at a time,차들이 한 번에 한 대씩 도로에서 카메라를 지나가고 있다.
Plusieurs_Chaises_Glissent.wav,A person drags a table on the floor and then a person drags chairs on the floor.,사람이 바닥에 있는 탁자를 끌고 그 다음에 사람이 바닥에 있는 의자를 끌고 간다.,"A person drags a table on the floor, and a person drags chairs on the floor.","사람이 바닥에 있는 테이블을 끌고, 사람이 바닥에 있는 의자를 끌고 간다.",A wooden chair being moved across a hard surface and shuffling shoes across the same ground.,나무의자가 단단한 표면을 가로질러 이동되고 신발이 같은 땅을 가로질러 흔들린다.,Somebody is walking around while dragging objects across a hard floor.,누군가가 딱딱한 바닥에 물건을 끌면서 돌아다니고 있다.,Somebody walking around while dragging objects across a hard floor.,딱딱한 바닥에 물건을 끌면서 돌아다니는 사람.
Brook with village atmosphere.wav,A person filming a water fountain in the park,공원에서 분수 촬영하는 사람,A vehicle is driving closer to a waterfall.,차량이 폭포 가까이에서 달리고 있다.,Rain is pouring hard and a dog barks at a car driving by.,빗줄기가 세차게 쏟아지고 지나가던 차를 보고 개가 짖는다.,The water is flowing while some dogs are barking and a motorcycle passes by,개 몇 마리가 짖고 오토바이가 지나가는 동안 물이 흐르고 있다.,The water is flowing while some dogs are barking and a motorcycle passes by quickly.,개 몇 마리가 짖고 오토바이가 빠르게 지나가는 동안 물이 흐르고 있다.
Marrakech Early Morning.wav,Faint indoor conversation with some movement of a filming camera towards the end.,촬영 카메라의 움직임을 끝으로 희미한 실내 대화.,Murmuring indoor conversation occurs while a camera moves towards the end.,실내에서 중얼거리는 대화는 카메라가 끝을 향해 이동하는 동안 일어난다.,People are talking at a distance and nearby a hard object is striking another hard object.,사람들이 멀리서 이야기하고 있고 근처에서 딱딱한 물체가 또 다른 딱딱한 물체를 부딪치고 있다.,People talking in the distance and a hard object is striking another hard object nearby.,멀리서 말하는 사람들과 딱딱한 물체가 근처의 또 다른 딱딱한 물체를 부딪치고 있다.,"a person sitting at a train station, playing with papers",기차역에 앉아서 서류를 가지고 노는 사람
rain_driveway_tunnel_drip_02.wav,A man is filming after talking about something.,남자가 무슨 이야기를 하고 나서 촬영하고 있다.,"On a set, a man is talking about something",세트장에서 한 남자가 무엇인가에 대해 이야기하고 있다.,A person speaks before water falls and drips to the ground below.,사람은 물이 떨어지기 전에 말하고 아래 땅으로 떨어진다.,A person speaks before water falls and drips.,사람은 물이 떨어지고 물방울이 떨어지기 전에 말한다.,A man talking about something and then filming.,어떤 얘기를 하고 나서 촬영하는 남자.
Slushing in mouth.wav,A man is filming alone as he is speaking to himself.,남자가 혼잣말을 하면서 혼자 촬영하고 있다.,A man is swishing water around in his mouth.,남자가 입에 물을 넣고 빙빙 돌고 있다.,A man is swishing water in his mouth.,남자가 입에 물을 넣고 있다.,A man switches on a sound machine before tightening a cap and shaking a bottle repeatedly.,한 남성이 마개를 조이고 병을 반복적으로 흔들기 전에 사운드 머신을 켜는 것이다.,water sloshing and the voice of a man then some more liquid being shaken.,물을 흘리는 소리와 함께 남자의 목소리가 더 많이 흔들린다.
Padlock.wav,An animal is squeaking while it is eating food.,동물이 음식을 먹는 동안 끽끽 소리를 내고 있다.,"Clicks and squeaks were quiet and persistent, but at uneven intervals.",딸깍 소리와 끽끽거리는 소리는 조용하고 끈질겼지만 고르지 못한 간격이었다.,"Quiet clicking and squeaking at consistent, but uneven, intervals.",딸깍 소리 없이 딸깍거리고 끽끽거리는 소리가 일정하지만 고르지 않다.,The crackle of a fire with the slight rhythmic squeaking sound in the background.,약간 리드미컬한 끽끽거리는 소리가 배경에서 나는 불똥 소리.,fire crackling with a slight squeak from a spit being turned,침이 돌았을 때 약간 삐걱거리는 소리와 함께 불꽃이 튀어오른다.
flowing water.wav,A faint buzzing occasionally interrupts the falling of the rain,희미하게 윙윙거리는 소리가 가끔 빗방울을 방해한다.,It is raining and water races down a wash.,비가 와서 물이 세수를 따라 흘러내린다.,Rain is falling and a faint buzzing plays occasionally.,비가 내리고 이따금 희미하게 윙윙거리는 소리가 난다.,Water is cascading over a lot of rocks in a stream and splashing.,물이 냇물 속에서 많은 바위 위로 폭포처럼 쏟아지며 첨벙거리고 있다.,Water is running down a waterfall forming a cascade,폭포에서 물이 폭포를 타고 흘러내리고 있다.
Vending Machines - Room Tone.wav,Several people talking in the distance inside a large echoing room.,커다란 메아리가 울리고 있는 방 안에서 멀리서 여러 사람이 이야기를 나누고 있었다.,The low vibration of a factory covers the few voices of its chatting workers.,공장의 낮은 진동은 채팅하는 노동자들의 몇 안 되는 목소리를 덮는다.,The low rumble of a factory covers the few voices of the workers.,공장의 낮은 웅성거림이 노동자들의 몇 안 되는 목소리를 덮고 있다.,Voices and talk while a clothes dryer does its job in the background,의류건조기가 뒤에서 제 역할을 하는 동안 목소리와 대화,people are laughing and talking in the background as the rains are falling,비가 내리자 사람들이 뒤에서 웃고 떠들고 있다.
Flies Aboard.wav,A back and forth squeaking tone from low to high and back again.,"낮은 곳에서 높은 곳으로 삐걱거리는 음색, 그리고 다시 뒤로.",A squeaking tone changes pitch from low to high and back again over and over.,삐걱거리는 소리는 낮은 톤에서 높은 톤으로 그리고 다시 낮은 톤에서 높은 톤으로 그리고 다시 반복해서 뒤로 바뀐다.,"Lots of feedback, similar to  computer noises, are generated.",컴퓨터 소음과 유사한 많은 피드백이 생성된다.,Many tones with high pitches were played in order.,높은 음조의 음색이 순서대로 연주되었다.,"A lot of feedback, like computer noises are heard.",컴퓨터 소음과 같은 많은 피드백이 들린다.
Crack_2Eggs_and_Fry.wav,A person frying something in a frying pan and moving things around.,프라이팬에서 무언가를 튀기고 물건을 이리저리 옮기는 사람.,Grease bubbling in a pan with rattling of utensils on the pan,팬에 도구의 덜거덕거림과 함께 팬에 기름 부글부글 끓는 소리,Grease bubbling in a pan with the rattling of utensils on the pan.,냄비에서 덜거덕거리는 기구들과 함께 기름 부글부글 끓는다.,"Moving things around, someone fries food in a frying pan.","물건을 이리저리 옮기고, 누군가가 프라이팬에 음식을 튀긴다.",Some kind of food is being cooked in a frying pan.,어떤 종류의 음식이 프라이팬에서 요리되고 있다.
Teakettle Boiling.wav,A metal wheeled cart is being dragged across a pavement.,금속 바퀴가 달린 수레가 포장도로를 가로질러 끌려가고 있다.,A metal wheeled cart is being dragged across pavement.,금속 바퀴 달린 카트가 포장도로를 가로질러 끌려가고 있다.,Popcorn is popping vigorously while being cooked in a microwave.,팝콘이 전자레인지에 익으면서 힘차게 튀어 나오고 있다.,Popcorn is popping vigorously while being made in a microwave.,팝콘은 전자레인지에서 만들어지는 동안 힘차게 터지고 있다.,Solid wheels are rolling across an uneven solid surface.,단단한 바퀴가 울퉁불퉁한 단단한 표면을 가로질러 굴러가고 있다.
Fork Onto Table .wav,A metal eating utensil is being dropped and picked up several times.,금속 식기구를 떨어뜨려 여러 차례 집어들고 있다.,A quiet room is the site where a metal object is repeatedly dropped on a flat surface.,조용한 방은 평평한 표면에 금속 물체를 반복적으로 떨어뜨리는 곳이다.,Silverware is being laid out onto a table.,테이블 위에 은그릇을 깔고 있다.,Someone drops and picks up a metal eating utensil over and over.,누군가가 금속 식기구를 떨어뜨려 집어들고 또 집는다.,Something made of metal is dumped on a flat surface over and over in a quiet room.,금속으로 만들어진 무언가가 조용한 방에서 몇 번이고 평평한 표면에 버려진다.
gargnano-sounds.wav,Bird whistling gets loud as a car drives quickly or the wind blows loudly and keys rattle as someone walks.,새의 휘파람 소리는 자동차가 빨리 달린다거나 바람이 크게 불고 누군가가 걸을 때 열쇠가 딸랑딸랑 소리를 낸다.,Birds are chirping and cars are passing by with someone walking and going up stairs.,새들이 지저귀고 차들이 누군가와 함께 걷고 계단을 올라가고 있다.,"Birds chirp while cars drive past a single point and wind blows, wood breaks and metal items are laid down.",자동차가 한 지점을 지나가고 바람이 부는 동안 새들이 지저귀고 나무 조각과 금속 물품이 놓여 있다.,"Cars drive past a single point while birds chirp, the wind blows, wood breaks, and metal items are laid down.","새들이 지저귀고, 바람이 불고, 나무가 부러지고, 금속 물품이 놓여 있는 동안 자동차는 한 지점을 지나간다.","Someone walks through grass while jingling keys, as cars pass and birds chirp.",차들이 지나가고 새들이 지저귀는 동안 누군가가 열쇠를 짤랑거리며 잔디 속을 걸어간다.
car acceleration sequence.wav,A car is driving and getting faster and shifting gears,자동차가 달리고 점점 더 빨라지고 기어가 움직인다.,A car is driving fast and shifting gears,자동차가 빠르게 달리고 기어를 바꾸고 있다.,A cars engine starts and then begins to go faster.,자동차 엔진은 시동이 걸린 다음 더 빨리 움직이기 시작한다.,A door opening then a car moving in first gear before switching to second gear as it accelerates.,도어가 열리고 차량이 가속하면서 2단 기어로 전환하기 전에 1단 기어로 이동하는 경우.,"The engine starts, and the car begins to move, faster and faster","엔진이 시동되고, 차가 점점 더 빠르게 움직이기 시작한다."
Car starting (open hood).wav,A person starts a car engine and then turns it off.,사람이 자동차 엔진을 시동시킨 다음 시동을 끈다.,"A woman speaks something, then the engine of her car starts.",여자가 뭐라고 말하고 나서 그녀의 차의 엔진이 작동한다.,A woman is speaking and then turns on and off a car.,한 여자가 말하고 나서 차를 켜고 끈다.,A person starting a car and then turning it off.,시동을 걸고 나서 끄는 사람.,The car is turned on and off when the woman is finished speaking.,여자가 말을 마치면 차의 전원이 켜졌다 꺼졌다 한다.
leaves.wav,A machine sawing through snow and ice in a regular and sustained fashion.,눈과 얼음을 톱질하는 기계는 규칙적이고 지속적인 방식으로 작동한다.,A machine sawing through snow and ice in a regular sustained fashion.,눈과 얼음을 톱질하는 기계는 규칙적으로 지속된다.,Rustling sound on a smooth surface similar to leather.,가죽과 비슷한 매끄러운 표면에서 바스락거리는 소리.,The windshield wipers were clearing the windows of the car,윈드실드 와이퍼가 차의 창문을 닦고 있었다.,Window wipers are clearing the windows of a car.,창문 와이퍼가 자동차의 창문을 닦고 있다.
soft_walking.wav,The running footsteps of a child resonate as time goes on.,아이의 달리는 발자국 소리가 시간이 지날수록 울려 퍼진다.,A person running up and down the stairs,계단을 오르내리는 사람,The footsteps of a running child resonate over time.,달리는 아이의 발소리가 시간이 흐르면서 울려 퍼진다.,The open grind of leather shoes against the running motion.,러닝 모션에 대한 가죽 구두의 열린 갈림길.,"in a small inside room , person hitting with a tool on a wood","작은 안방에서, 사람은 나무에 공구로 때린다."
writing in pencil.wav,A brush being rubbed against a leather surface in a quick back and forth motion.,빠른 앞뒤 동작으로 가죽 표면에 문질러지는 브러시.,Someone is using chalk to write something on the chalkboard.,누군가가 칠판에 뭔가를 쓰기 위해 분필을 사용하고 있다.,Someone is writing with a sharp object on to something.,누군가가 날카로운 물체를 무언가에 대고 글을 쓰고 있다.,"Someone writes, pauses, writes some more, pauses again, and writes more.","누군가 쓰고, 멈추고, 조금 더 쓰고, 다시 멈추고, 더 많이 쓴다.","Someone writes, pauses, writes, pauses, and writes more","누군가는 쓰고, 멈추고, 쓰고, 멈추고, 더 많이 쓴다."
Pieces examined on table.wav,Dice being rolled and game pieces clinking onto a hard surface.,주사위를 굴리고 게임 조각들이 단단한 표면에 찰싹찰싹 달라붙는다.,"Dice rolls and game pieces are moved, clinking on a hard playing surface.",주사위 굴림과 게임 조각은 단단한 표면 위에서 찰싹찰싹 움직인다.,Keys or marbles being rattled and dropped onto a table top.,열쇠나 구슬이 덜컹거리며 테이블 상판 위로 떨어졌다.,Small objects jingle as they are shuffled and dropped.,작은 물체가 흔들려 떨어지면서 짤랑짤랑 울린다.,Small objects jingle as they are shuffled and then dropped.,작은 물체들이 흔들렸다가 떨어지면서 짤랑짤랑 울린다.
compressed-waist-rubbish-container.wav,A machine is turned on and before it is turned off it churns.,기계가 켜지고 꺼지기 전에 휘청거린다.,"A machine is turned on and churns, then is turned off.",기계가 켜지고 휘청거리다가 꺼진다.,A person in a factory presses a button to operate heavy machinery.,공장 안에 있는 사람이 기계를 작동시키기 위해 버튼을 누른다.,Using a saw to cut some wood and close the door,톱으로 나무를 자르고 문을 닫는다.,Wood is cut by someone using a saw before they close a door,나무는 누군가가 문을 닫기 전에 톱으로 자른다.
Sound_FX_chaleira.wav,A machine that is rotating around in a circle,원을 그리며 회전하는 기계,A machine which is rotating as it operates.,작동하면서 회전하는 기계.,An engine of a car is turning starting then the car driving on a road of rocks,자동차의 엔진은 돌로 된 도로에서 주행하는 차의 시동을 걸고 있다.,An engine of a car starting then the car driving on a road of rocks,자동차의 엔진 시동이 걸린 후 암석 도로를 달리는 차,"First, the rush of traffic becomes audible, then the raining noise gets louder, and then something clicks.","먼저, 교통 혼잡이 들리고, 빗소리가 더 크게 들리고, 그리고 나서 무언가가 찰칵 소리를 낸다."
Charleston Campus Summer.wav,A engine roaring and a girl talking quietly.,엔진은 으르렁거리고 소녀는 조용히 이야기를 한다.,The helicopter engine is whirring and the propeller is winding in the background,헬리콥터 엔진이 윙윙거리고 프로펠러가 뒤에서 구불구불하다.,The helicopter engine makes a whirring noise and the propeller is winding in the background.,헬리콥터 엔진이 윙윙거리는 소리를 내고 프로펠러가 뒤쪽에서 구불구불 구불구불하다.,"The voice of a person is engaged, along with the wings of the helicopter.",헬리콥터의 날개와 함께 사람의 목소리가 맞물린다.,"The wings of a helicopter are engaged, alongside the voice of a person.",헬리콥터의 날개가 사람의 목소리와 함께 맞물린다.
West Country pub interior.wav,A large number of men and women are talking.,많은 남녀가 이야기를 나누고 있다.,"Many adults are engaged in conversation, with one voice occasionally being louder than the others.","많은 어른들이 대화를 나누는데, 한 목소리가 때때로 다른 목소리보다 더 크다.","People are in a confined space, speaking in differing volumes to one another.",사람들은 밀폐된 공간에서 서로 다른 분량으로 이야기를 나누고 있다.,People speaking in different volumes in a confined space.,밀폐된 공간에서 서로 다른 볼륨으로 말하는 사람들.,The conversation of many adults with one voice occasionally being louder,한 목소리를 가진 많은 어른들의 대화는 때때로 더 크다.
chinesealarmclock.wav,A clock is ticking in a rhythmic fashion.,시계가 리듬감 있게 똑딱거리고 있다.,A clock is ticking in a steady rhythmic fashion.,시계가 꾸준히 리듬감 있게 똑딱거리고 있다.,The continuous ticking of the hands of a clock,시계 바늘의 계속 똑딱거리는 소리,The continuous ticking of the hands of a clock is loud.,시계 바늘이 계속 똑딱거리는 소리가 크다.,The first beat of a rhythmic clock is always higher pitched than the second beat.,리듬 시계의 첫 번째 박자는 항상 두 번째 박자보다 더 높다.
Scifi Elevator Start Moving and Stop.wav,A large industrial machine being started in a large room and then turned off.,큰 방에서 커다란 산업용 기계가 시작되고 나서 꺼졌다.,"A steam engine fires up and rumbles, then the engine shuts down.",증기 엔진이 점화되어 굉음을 내고 나면 엔진이 꺼진다.,Air pump machines at a car wash always shut off.,세차장의 공기 펌프 기계는 항상 차단된다.,An industrial machine in a large room is turned on and then off.,큰 방에 있는 공업용 기계는 켜졌다가 꺼진다.,Machinery hums and buzzes as it starts up.,기계는 시동이 걸리면서 윙윙거리고 윙윙거린다.
Greeting Card Foley.wav,A sound of footsteps being made from the truck and some wood cutting by someone.,트럭에서 나는 발자국 소리와 누군가가 나무를 베는 소리.,A person scrapes a surface that slightly squeaks then taps it.,사람이 살짝 삐걱거리는 표면을 긁어낸 다음 툭툭 친다.,Someone is turning the pages in a book.,누군가가 책의 페이지를 넘기고 있다.,Someone is walking around as another person chops wood.,다른 사람이 나무를 자르는 동안 누군가가 돌아다니고 있다.,The surface squeaks as a person taps and scrapes it.,사람이 탁탁 두드리고 긁을 때 표면이 삐걱거린다.
Kocking door and open door.wav,A door being rapped upon and a wooden door creaking open.,문을 두드리고 있는 것과 나무로 된 문이 삐걱거리며 열렸다.,"A person knocks on a door, the door opens and then the door closes and locks.",사람이 문을 두드리면 문이 열리고 문이 닫히면서 잠긴다.,Someone knocking on a door and then proceeding to open it.,누군가 문을 두드렸다가 열려고 계속 하고 있다.,"Someone knocks on a door, which opens, then closes and is locked.","누군가가 문을 두드리고, 문을 열고, 닫아 잠근다.",The door is opened after someone knocks at it.,누군가가 문을 두드린 후에 문이 열린다.
Wooden bed board vs wall.wav,A door is rapped upon with increasing intensity.,문이 점점 더 세차게 닫힌다.,A wooden object hits another wooden object frequently.,나무 물체는 다른 나무 물체에 자주 부딪친다.,Continuously a wooden cabinet door is being hit.,계속해서 나무로 된 캐비닛 문이 부딪히고 있다.,Someone is throwing wood on a wood pile.,누군가가 나무 더미에 나무를 던지고 있다.,Wood is being thrown onto a pile of wood.,나무더미에 나무가 던져지고 있다.
Leafing through papers.wav,Someone pulls the crank a couple times and starts a weed eater and then shuts it down.,누군가 크랭크를 두어 번 잡아당겨 잡초먹기를 시작한 다음 가동을 멈춘다.,Someone pulls the crank a couple times and starts a weed eater up and then shuts it down.,누군가 크랭크를 두어 번 잡아당겨 잡초를 먹기 시작한 다음 가동을 멈춘다.,"A weed eater is started, used and turned off.","잡초 먹이는 시작, 사용, 꺼진다.",someone starting a dirt bike then revving the motor up and finally turning motor off.,누군가 비포장 자전거 시동을 걸고 모터를 회전시키고 마침내 모터를 껐다.,A motor is started and runs at a high speed for a few seconds.,모터가 시동되어 몇 초 동안 고속으로 작동한다.
CivicSI.Accelerating.Garage.wav,"A vehicle engine revs repeatedly, getting louder as time goes on.",차량 엔진은 반복적으로 회전하며 시간이 흐를수록 점점 커진다.,"The motorcycle revved again and again, followed by a pause, and then more revving",오토바이가 몇 번이고 회전하다가 잠시 멈췄다가 다시 회전했다.,"The revving of a motorcycle again and again, then a pause, then more revving","오토바이의 회전, 그 다음 일시 정지, 그 다음 더 회전","While performing fixing of the motorcycle, he revved the engine, allowed it to idle, and then revved it again.",그는 오토바이를 수리하는 동안 엔진을 회전시켜 공회전시킨 다음 다시 회전시켰다.,"a motorcycle engine being revved, allowed to idle and revved again","회전하고, 공회전시키고, 다시 회전하는 오토바이 엔진"
Coins falling on wood.wav,A coin is flipped and spun on a table seven times.,동전이 탁자 위에 일곱 번 뒤집혀 돌린다.,A person bounces a coin on a counter repeatedly.,사람이 카운터에서 동전을 반복해서 튕기다.,Coins make a metallic jingling as they are dropped onto a flat surface.,동전은 평평한 표면에 떨어지면서 금속성 징을 만든다.,"One by one, coins are dropped onto a surface and allowed to spin until they stop.",동전들이 하나둘씩 표면에 떨어지면서 멈출 때까지 회전할 수 있게 된다.,The coin on the table was flipped and spun seven times.,탁자 위에 놓인 동전이 일곱 번이나 뒤집혀 돌았다.
Sukhapha anchor chain.wav,A garage door opens and closes while people talk.,사람들이 이야기하는 동안 차고 문은 열리고 닫힌다.,Heavy machinery is being used while people lightly talk in the background,사람들이 뒤에서 가볍게 이야기하는 동안 중장비가 사용되고 있다.,People are talking lightly in the background as heavy machinery being used.,중장비가 동원되면서 사람들이 뒤에서 가볍게 떠들고 있다.,Someone dragged a metal door opened and shook a metal chain multiple times,누군가가 금속문을 끌고 열어서 금속사슬을 여러 번 흔들었다.,Someone is opening a garage door and closing it and people are talking.,누군가가 차고 문을 열고 닫고 있고 사람들은 이야기를 나누고 있다.
Footsteps On Pipe_Metal.wav,Different hollow objects are being struck repeatedly with force.,서로 다른 속이 빈 물체들이 힘으로 반복해서 부딪히고 있다.,First a stick then a ball are bounced on the top of a kettle drum.,처음에는 막대기로 공은 주전자 드럼 위에서 튕겨진다.,"Someone bangs against a pipe before they pause, then continue.",누군가 잠시 멈추기 전에 파이프에 부딪힌 다음 계속한다.,Unique empty objects are being hit repeatedly with strength.,독특한 빈 물체가 힘있게 반복적으로 부딪히고 있다.,someone is banging the pipe and stops for a while before doing it again,누군가가 파이프를 쾅쾅 두드리고 있다가 다시 하기 전에 잠시 멈춘다.
shovel.wav,Someone working under a bridge with heavy traffic overhead is moving garage tools around.,교통량이 많은 다리 밑에서 일하는 누군가가 차고지 도구를 이리저리 옮기고 있다.,The traffic is heavy overhead as someone working under the bridge is moving garage tools around.,다리 밑에서 일하는 사람이 차고 도구를 이리저리 옮기고 있어서 교통이 혼잡하다.,The wind is blowing a metal object that is repeatedly striking another metal object producing clanking.,바람이 금속 물체를 불어대면서 다른 금속 물체를 반복적으로 부딪쳐 찰랑거리는 소리를 내고 있다.,The wind is blowing something that is clanking around.,바람이 쨍그랑거리는 것을 불고 있다.,motor repair people are busy preparing cars and tools are making sound,자동차 수리공들은 자동차 준비로 바쁘고 공구는 소리를 낸다.
